# Logfile created on 2026-03-25 23:00:50 +0100 by logger.rb/v1.5.3
2026-03-25 23:00:50 +0100: Memory Usage (437128K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/HPA_project_wrapper.gds
2026-03-25 23:00:50 +0100: Memory Usage (437128K) : Ruby Version for klayout: 3.2.3
2026-03-25 23:00:50 +0100: Memory Usage (451756K) : Loading database to memory is complete.
2026-03-25 23:00:50 +0100: Memory Usage (452620K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/IHP__OPA2251/OPA2251-main/layout/klayout/drc_run_HPA/HPA_project_wrapper_HPA_lbe.lyrdb
2026-03-25 23:00:50 +0100: Memory Usage (452620K) : Evaluate switches.
2026-03-25 23:00:50 +0100: Memory Usage (452620K) : tables selected: lbe
2026-03-25 23:00:50 +0100: Memory Usage (452620K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 23:00:50 +0100: Memory Usage (452620K) : flat mode is enabled.
2026-03-25 23:00:51 +0100: Memory Usage (454776K) : biwind_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (454776K) : biwind_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (454776K) : pemwind_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (455096K) : gatpoly_drw has 108 polygons
2026-03-25 23:00:51 +0100: Memory Usage (455096K) : gatpoly_pin has 124 polygons
2026-03-25 23:00:51 +0100: Memory Usage (455096K) : gatpoly_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (455096K) : gatpoly_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (455096K) : gatpoly_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (455096K) : gatpoly_iopc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (455096K) : gatpoly_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : cont_drw has 16803 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : cont_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : nsd_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : nsd_block has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_drw has 390 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_pin has 515 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_mask has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_text has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_res has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal1_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : passiv_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : passiv_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : passiv_sbump has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : passiv_pillar has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : passiv_pdl has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_drw has 95 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_pin has 11 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_mask has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_text has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_res has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : metal2_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : baspoly_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (459644K) : baspoly_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (460024K) : psd_drw has 24 polygons
2026-03-25 23:00:51 +0100: Memory Usage (460024K) : nldb_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (460024K) : digibnd_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : via1_drw has 9590 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_mask has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_text has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_res has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backmetal1_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : backpassiv_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : res_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : sram_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : trans_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : ind_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : ind_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (461872K) : ind_text has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (462136K) : salblock_drw has 7 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : via2_drw has 7995 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_drw has 67 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_pin has 8 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_mask has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_text has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_res has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (463720K) : metal3_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464512K) : nwell_drw has 5 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464512K) : nwell_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464512K) : nbulay_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464512K) : nbulay_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464512K) : nbulay_block has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464512K) : emwind_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464512K) : emwind_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464512K) : deepco_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464776K) : deepco_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (464776K) : mim_drw has 2 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465040K) : edgeseal_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465040K) : edgeseal_bound has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465304K) : substrate_drw has 723 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465304K) : substrate_text has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465304K) : dfpad_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465568K) : dfpad_pillar has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465568K) : dfpad_sbump has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465832K) : thickgateox_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465832K) : pldb_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (465832K) : pwell_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (466096K) : pwell_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (466096K) : pwell_block has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (466360K) : ic_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : via3_drw has 7005 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_drw has 40 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_pin has 3 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_mask has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_text has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (467944K) : metal4_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (468208K) : metal4_res has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (468208K) : metal4_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (468208K) : metal4_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (468736K) : heattrans_drw has 421 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469000K) : heatres_drw has 7 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469000K) : pempoly_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469000K) : fbe_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469000K) : empoly_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469000K) : ldmos_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469000K) : pbiwind_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469264K) : digisub_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469264K) : nodrc_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (469264K) : text_drw has 1107 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : via4_drw has 6898 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_drw has 32 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_pin has 5 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_mask has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_text has 1 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_res has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : metal5_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : radhard_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : memcap_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : varicap_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : flash_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : intbondvia_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : intbondmet_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : devbondvia_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : devbondmet_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : devtrench_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : redist_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphbot_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphtop_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : antvia1_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : antmetal2_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphcont_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : siwg_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : siwg_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : siwg_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : sigrating_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : singrating_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphpas_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : emwind3_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : emwihv3_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : redbulay_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : smos_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphpad_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : polimide_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : polimide_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_esd has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_diode has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_tsv has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_pillar has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_sbump has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_otp has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_pdiode has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_mom has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : recog_pcm has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : colopen_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmetal1_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmetal1_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmetal1_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmetal1_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmetal1_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmet1l_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmet1l_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmet1l_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmet1l_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphmet1l_opc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : extblock_drw has 5 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : nldd_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : pldd_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : next_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : pext_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : nexthv_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : pexthv_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : graphgate_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : sinwg_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : sinwg_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : sinwg_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : mempad_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topvia1_drw has 1720 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_drw has 13 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_pin has 15 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_mask has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_text has 5 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_res has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal1_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : inldpwl_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : polyres_drw has 7 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : polyres_pin has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : vmim_drw has 578 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : nbulaycut_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : antmetal1_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topvia2_drw has 916 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_drw has 4 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_pin has 2 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_mask has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_filler has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_nofill has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_slit has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_text has 2 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_noqrc has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_res has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_iprobe has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : topmetal2_diffprb has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : snsring_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : sensor_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : snsarms_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : snscmosvia_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : colwind_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : flm_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : hafniumox_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : memvia_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : thinfilmres_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : rfmem_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m2m3 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m2m4 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m2m5 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m2tm1 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m2tm2 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m3m4 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m3m5 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m3tm1 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m3tm2 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m4m5 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m4tm1 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m4tm2 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m5tm1 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m5tm2 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_tm1tm2 has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m1sub has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m2sub has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m3sub has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m4sub has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_m5sub has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_tm1sub has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471112K) : norcx_tm2sub has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471376K) : snsbotvia_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471376K) : snstopvia_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471376K) : deepvia_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471640K) : fgetch_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471640K) : ctrgat_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471640K) : fgimp_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471904K) : emwihv_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (471904K) : lbe_drw has 0 polygons
2026-03-25 23:00:51 +0100: Memory Usage (472168K) : alcustop_drw has 0 polygons
